jobcountry,country,month,posted_wage_growth_yoy,posted_wage_growth_yoy_3moavg
ES,Spain,21-Feb,0.027058826,0.027010879
ES,Spain,21-Mar,0.001371742,0.022297369
ES,Spain,21-Apr,0.00975633,0.012728966
ES,Spain,21-May,0,0.003709357
ES,Spain,21-Jun,0.008547023,0.006101118
ES,Spain,21-Jul,0.0125,0.007015674
ES,Spain,21-Aug,0.003289486,0.00811217
ES,Spain,21-Sep,0.015574589,0.010454692
ES,Spain,21-Oct,0.00877193,0.009212002
ES,Spain,21-Nov,0.001390035,0.008578851
ES,Spain,21-Dec,0,0.003387321
ES,Spain,22-Jan,0.012890099,0.004760045
ES,Spain,22-Feb,3.62E-05,0.004308777
ES,Spain,22-Mar,0.007133789,0.006686707
ES,Spain,22-Apr,0.023255814,0.010141945
ES,Spain,22-May,0.018187831,0.016192478
ES,Spain,22-Jun,0.039685039,0.027042895
ES,Spain,22-Jul,0.026947383,0.028273418
ES,Spain,22-Aug,0.042572464,0.036401629
ES,Spain,22-Sep,0.04,0.036506616
ES,Spain,22-Oct,0.037925258,0.040165907
ES,Spain,22-Nov,0.036444444,0.038123234
ES,Spain,22-Dec,0.042222222,0.038863975
ES,Spain,23-Jan,0.051282051,0.043316239
ES,Spain,23-Feb,0.042253859,0.045252711
ES,Spain,23-Mar,0.041666667,0.045067526
ES,Spain,23-Apr,0.058257919,0.047392815
ES,Spain,23-May,0.049079891,0.049668159
FR,France,19-Jan,0.015345295,NA
FR,France,19-Feb,0.015182147,NA
FR,France,19-Mar,0.015182147,0.01523653
FR,France,19-Apr,0.015182147,0.015182147
FR,France,19-May,0.015182147,0.015182147
FR,France,19-Jun,0.015182147,0.015182147
FR,France,19-Jul,0.015182147,0.015182147
FR,France,19-Aug,0.015182147,0.015182147
FR,France,19-Sep,0.015182147,0.015182147
FR,France,19-Oct,0.015182147,0.015182147
FR,France,19-Nov,0.015182147,0.015182147
FR,France,19-Dec,0.015090751,0.015151682
FR,France,20-Jan,0.008946242,0.013073047
FR,France,20-Feb,0.011964097,0.012000363
FR,France,20-Mar,0.011964097,0.010958145
FR,France,20-Apr,0.017786592,0.013904928
FR,France,20-May,0.012116734,0.013955808
FR,France,20-Jun,0.011964097,0.013955808
FR,France,20-Jul,0.011964097,0.012014976
FR,France,20-Aug,0.011964097,0.011964097
FR,France,20-Sep,0.011964097,0.011964097
FR,France,20-Oct,0.011964097,0.011964097
FR,France,20-Nov,0.011964097,0.011964097
FR,France,20-Dec,0.011964097,0.011964097
FR,France,21-Jan,0.012118228,0.012015474
FR,France,21-Feb,0.010869565,0.01165063
FR,France,21-Mar,0.009852255,0.010946683
FR,France,21-Apr,0.00880829,0.00984337
FR,France,21-May,0.009852255,0.009504267
FR,France,21-Jun,0.009852255,0.009504267
FR,France,21-Jul,0.011494334,0.010399614
FR,France,21-Aug,0.010344877,0.010563822
FR,France,21-Sep,0.012195134,0.011344781
FR,France,21-Oct,0.021182282,0.014574097
FR,France,21-Nov,0.023591343,0.018989586
FR,France,21-Dec,0.022835395,0.02253634
FR,France,22-Jan,0.026315789,0.024247509
FR,France,22-Feb,0.027942384,0.025697856
FR,France,22-Mar,0.028333333,0.027530502
FR,France,22-Apr,0.030503145,0.028926287
FR,France,22-May,0.040406125,0.033080868
FR,France,22-Jun,0.041666667,0.037525312
FR,France,22-Jul,0.040401625,0.040824806
FR,France,22-Aug,0.053250584,0.045106292
FR,France,22-Sep,0.045454545,0.046368918
FR,France,22-Oct,0.046808493,0.048504541
FR,France,22-Nov,0.04575909,0.046007376
FR,France,22-Dec,0.046400404,0.046322662
FR,France,23-Jan,0.046511628,0.046223707
FR,France,23-Feb,0.048076689,0.04699624
FR,France,23-Mar,0.050627084,0.048405134
FR,France,23-Apr,0.045476733,0.048060169
FR,France,23-May,0.047272769,0.047792195
GB,UK,19-Jan,0.028571429,NA
GB,UK,19-Feb,0.029411765,NA
GB,UK,19-Mar,0.032540705,0.030174633
GB,UK,19-Apr,0.037271014,0.033074495
GB,UK,19-May,0.033919547,0.034577089
GB,UK,19-Jun,0.03146853,0.034219697
GB,UK,19-Jul,0.03,0.031796025
GB,UK,19-Aug,0.032786885,0.031418472
GB,UK,19-Sep,0.028571429,0.030452771
GB,UK,19-Oct,0.027213039,0.029523784
GB,UK,19-Nov,0.029411765,0.028398744
GB,UK,19-Dec,0.026250005,0.027624936
GB,UK,20-Jan,0.025974026,0.027211932
GB,UK,20-Feb,0.026371653,0.026198561
GB,UK,20-Mar,0.028571429,0.026972369
GB,UK,20-Apr,0.04238644,0.032443174
GB,UK,20-May,0.037286895,0.036081588
GB,UK,20-Jun,0.028571429,0.036081588
GB,UK,20-Jul,0.028571429,0.031476584
GB,UK,20-Aug,0.027777778,0.028306878
GB,UK,20-Sep,0.029055662,0.028468289
GB,UK,20-Oct,0.029875018,0.028902819
GB,UK,20-Nov,0.032258065,0.030396248
GB,UK,20-Dec,0.029630315,0.030587799
GB,UK,21-Jan,0.034013624,0.031967334
GB,UK,21-Feb,0.032089477,0.031911139
GB,UK,21-Mar,0.025062138,0.030388413
GB,UK,21-Apr,0.010008987,0.022386867
GB,UK,21-May,0.020956468,0.018675864
GB,UK,21-Jun,0.027777778,0.019581077
GB,UK,21-Jul,0.034736834,0.027823693
GB,UK,21-Aug,0.037675051,0.033396554
GB,UK,21-Sep,0.038157287,0.036856391
GB,UK,21-Oct,0.042479058,0.039437132
GB,UK,21-Nov,0.041982507,0.040872951
GB,UK,21-Dec,0.046703263,0.04372161
GB,UK,22-Jan,0.041237113,0.043307628
GB,UK,22-Feb,0.046254512,0.04473163
GB,UK,22-Mar,0.055555556,0.047682394
GB,UK,22-Apr,0.063118516,0.054976195
GB,UK,22-May,0.061247126,0.059973733
GB,UK,22-Jun,0.061538457,0.061968033
GB,UK,22-Jul,0.058845713,0.060543765
GB,UK,22-Aug,0.060121212,0.060168461
GB,UK,22-Sep,0.06122449,0.060063805
GB,UK,22-Oct,0.058823529,0.06005641
GB,UK,22-Nov,0.057471264,0.059173095
GB,UK,22-Dec,0.058148978,0.058147924
GB,UK,23-Jan,0.0625,0.059373414
GB,UK,23-Feb,0.064751651,0.061800209
GB,UK,23-Mar,0.068965517,0.065405723
GB,UK,23-Apr,0.074626866,0.069448011
GB,UK,23-May,0.072164948,0.07191911
IE,Ireland,19-Jan,0.035714286,NA
IE,Ireland,19-Feb,0.038023726,NA
IE,Ireland,19-Mar,0.027149338,0.033629117
IE,Ireland,19-Apr,0.038363171,0.034512078
IE,Ireland,19-May,0.030248457,0.031920322
IE,Ireland,19-Jun,0.033908046,0.034173225
IE,Ireland,19-Jul,0.035401003,0.033185835
IE,Ireland,19-Aug,0.032258065,0.033855704
IE,Ireland,19-Sep,0.038461595,0.035373554
IE,Ireland,19-Oct,0.035714286,0.035477982
IE,Ireland,19-Nov,0.022222222,0.032132701
IE,Ireland,19-Dec,0.018362547,0.025433018
IE,Ireland,20-Jan,0.023255814,0.021280194
IE,Ireland,20-Feb,0.025,0.02220612
IE,Ireland,20-Mar,0.032679763,0.026978526
IE,Ireland,20-Apr,0.047619048,0.035099604
IE,Ireland,20-May,0.02643165,0.03557682
IE,Ireland,20-Jun,0,0.024683566
IE,Ireland,20-Jul,0.00121655,0.009216067
IE,Ireland,20-Aug,0.013513514,0.004910021
IE,Ireland,20-Sep,0.009009009,0.007913024
IE,Ireland,20-Oct,0.02538071,0.015967744
IE,Ireland,20-Nov,0.01346875,0.015952823
IE,Ireland,20-Dec,0.010176,0.01634182
IE,Ireland,21-Jan,0.022768086,0.015470945
IE,Ireland,21-Feb,0.00644899,0.013131025
IE,Ireland,21-Mar,0.019352674,0.016189917
IE,Ireland,21-Apr,0.014863679,0.013555114
IE,Ireland,21-May,0.019777935,0.017998096
IE,Ireland,21-Jun,0.026857104,0.020499573
IE,Ireland,21-Jul,0.034570252,0.02706843
IE,Ireland,21-Aug,0.028874569,0.030100642
IE,Ireland,21-Sep,0.034148528,0.032531117
IE,Ireland,21-Oct,0.034441392,0.032488163
IE,Ireland,21-Nov,0.034334814,0.034308245
IE,Ireland,21-Dec,0.047619048,0.038798418
IE,Ireland,22-Jan,0.027522909,0.036492257
IE,Ireland,22-Feb,0.037072274,0.037404744
IE,Ireland,22-Mar,0.030571156,0.031722113
IE,Ireland,22-Apr,0.040540567,0.036061332
IE,Ireland,22-May,0.051420746,0.040844156
IE,Ireland,22-Jun,0.043478261,0.045146525
IE,Ireland,22-Jul,0.054735187,0.049878065
IE,Ireland,22-Aug,0.054669988,0.050961145
IE,Ireland,22-Sep,0.049668874,0.053024683
IE,Ireland,22-Oct,0.040041607,0.048126823
IE,Ireland,22-Nov,0.047577484,0.045762655
IE,Ireland,22-Dec,0.04,0.042539697
IE,Ireland,23-Jan,0.059051169,0.048876218
IE,Ireland,23-Feb,0.048794434,0.049281867
IE,Ireland,23-Mar,0.056315694,0.054720432
IE,Ireland,23-Apr,0.046225071,0.050445066
IE,Ireland,23-May,0.043478261,0.048673009
IT,Italy,19-Jan,0.000661391,NA
IT,Italy,19-Feb,0,NA
IT,Italy,19-Mar,0,0.000220464
IT,Italy,19-Apr,0,0
IT,Italy,19-May,0,0
IT,Italy,19-Jun,0,0
IT,Italy,19-Jul,0,0
IT,Italy,19-Aug,0,0
IT,Italy,19-Sep,0,0
IT,Italy,19-Oct,0,0
IT,Italy,19-Nov,0,0
IT,Italy,19-Dec,-0.012401016,-0.004133672
IT,Italy,20-Jan,0,-0.004133672
IT,Italy,20-Feb,0,-0.004133672
IT,Italy,20-Mar,0.016783217,0.005594406
IT,Italy,20-Apr,0.037037037,0.017940085
IT,Italy,20-May,0.037735849,0.030518701
IT,Italy,20-Jun,0.014765174,0.02984602
IT,Italy,20-Jul,0.008807692,0.020436238
IT,Italy,20-Aug,0,0.007857622
IT,Italy,20-Sep,0,0.002935897
IT,Italy,20-Oct,0,0
IT,Italy,20-Nov,0,0
IT,Italy,20-Dec,0,0
IT,Italy,21-Jan,0,0
IT,Italy,21-Feb,0,0
IT,Italy,21-Mar,0,0
IT,Italy,21-Apr,0,0
IT,Italy,21-May,0,0
IT,Italy,21-Jun,0.037617925,0.012539308
IT,Italy,21-Jul,0.034482759,0.024033561
IT,Italy,21-Aug,0,0.024033561
IT,Italy,21-Sep,0.032002048,0.022161602
IT,Italy,21-Oct,0.037037037,0.023013028
IT,Italy,21-Nov,0.023076923,0.030705336
IT,Italy,21-Dec,0.055555556,0.038556505
IT,Italy,22-Jan,0.038461538,0.039031339
IT,Italy,22-Feb,0.037037037,0.04368471
IT,Italy,22-Mar,0.038461538,0.037986705
IT,Italy,22-Apr,0.06122449,0.045574355
IT,Italy,22-May,0.043478261,0.04772143
IT,Italy,22-Jun,0.058823529,0.05450876
IT,Italy,22-Jul,0.03125,0.044517263
IT,Italy,22-Aug,0.037037037,0.042370189
IT,Italy,22-Sep,0.037037037,0.035108025
IT,Italy,22-Oct,0.036620213,0.036898096
IT,Italy,22-Nov,0.04,0.03788575
IT,Italy,22-Dec,0.037037037,0.03788575
IT,Italy,23-Jan,0.018350168,0.031795735
IT,Italy,23-Feb,0.027402402,0.027596536
IT,Italy,23-Mar,0.029463731,0.025072101
IT,Italy,23-Apr,0.017857143,0.024907759
IT,Italy,23-May,0,0.015773625
NL,Netherlands,19-Jan,0.01987852,NA
NL,Netherlands,19-Feb,0.02,NA
NL,Netherlands,19-Mar,0.020159166,0.020012562
NL,Netherlands,19-Apr,0.023545176,0.021234781
NL,Netherlands,19-May,0.019982724,0.021229022
NL,Netherlands,19-Jun,0.025274674,0.022934191
NL,Netherlands,19-Jul,0.019999981,0.02175246
NL,Netherlands,19-Aug,0.016242416,0.02050569
NL,Netherlands,19-Sep,0.025649375,0.020630591
NL,Netherlands,19-Oct,0.023932494,0.021941429
NL,Netherlands,19-Nov,0.020446243,0.023342704
NL,Netherlands,19-Dec,0.017500003,0.020626247
NL,Netherlands,20-Jan,0.019933315,0.019293187
NL,Netherlands,20-Feb,0.022282715,0.019905344
NL,Netherlands,20-Mar,0.025040598,0.022418876
NL,Netherlands,20-Apr,0.016197027,0.021173446
NL,Netherlands,20-May,0.014150943,0.018462856
NL,Netherlands,20-Jun,0.009405831,0.013251267
NL,Netherlands,20-Jul,0.004254614,0.009270463
NL,Netherlands,20-Aug,0.005597957,0.006419468
NL,Netherlands,20-Sep,0.004385973,0.004746182
NL,Netherlands,20-Oct,0.004563977,0.004849303
NL,Netherlands,20-Nov,0.014005266,0.007651739
NL,Netherlands,20-Dec,0.005025126,0.00786479
NL,Netherlands,21-Jan,0.012987013,0.010672468
NL,Netherlands,21-Feb,0.006768851,0.00826033
NL,Netherlands,21-Mar,0,0.006585288
NL,Netherlands,21-Apr,0.008890469,0.005219773
NL,Netherlands,21-May,0.008810744,0.005900404
NL,Netherlands,21-Jun,0.01391778,0.010539664
NL,Netherlands,21-Jul,0.019145487,0.013958003
NL,Netherlands,21-Aug,0.029193529,0.020752265
NL,Netherlands,21-Sep,0.027175852,0.025171623
NL,Netherlands,21-Oct,0.020186987,0.025518789
NL,Netherlands,21-Nov,0.021095153,0.022819331
NL,Netherlands,21-Dec,0.025440839,0.022240993
NL,Netherlands,22-Jan,0.020833333,0.022456441
NL,Netherlands,22-Feb,0.024981402,0.023751858
NL,Netherlands,22-Mar,0.033333333,0.02638269
NL,Netherlands,22-Apr,0.032899757,0.030404831
NL,Netherlands,22-May,0.04563147,0.037288187
NL,Netherlands,22-Jun,0.044186394,0.040905874
NL,Netherlands,22-Jul,0.043478261,0.044432042
NL,Netherlands,22-Aug,0.038628444,0.0420977
NL,Netherlands,22-Sep,0.040364577,0.040823761
NL,Netherlands,22-Oct,0.033962231,0.037651751
NL,Netherlands,22-Nov,0.034812888,0.036379899
NL,Netherlands,22-Dec,0.040132583,0.036302567
NL,Netherlands,23-Jan,0.046875,0.040606824
NL,Netherlands,23-Feb,0.051841051,0.046282878
NL,Netherlands,23-Mar,0.047167209,0.048627753
NL,Netherlands,23-Apr,0.054119946,0.051042736
NL,Netherlands,23-May,0.048387097,0.049891417
US,US,19-Jan,0.032258065,NA
US,US,19-Feb,0.034482759,NA
US,US,19-Mar,0.037037037,0.03459262
US,US,19-Apr,0.034050047,0.035189947
US,US,19-May,0.033333333,0.034806806
US,US,19-Jun,0.033333333,0.033572238
US,US,19-Jul,0.02970297,0.032123212
US,US,19-Aug,0.034482759,0.032506354
US,US,19-Sep,0.026666675,0.030284135
US,US,19-Oct,0.027522936,0.029557457
US,US,19-Nov,0.027242975,0.027144195
US,US,19-Dec,0.022222222,0.025662711
US,US,20-Jan,0.023529412,0.024331536
US,US,20-Feb,0.025316456,0.023689363
US,US,20-Mar,0.030950177,0.026598681
US,US,20-Apr,0.032258065,0.029508232
US,US,20-May,0.019027004,0.027411748
US,US,20-Jun,0.018118304,0.023134458
US,US,20-Jul,0.023809524,0.020318277
US,US,20-Aug,0.025641026,0.022522951
US,US,20-Sep,0.029411765,0.026287438
US,US,20-Oct,0.033333333,0.029462041
US,US,20-Nov,0.032258065,0.031667721
US,US,20-Dec,0.035714286,0.033768561
US,US,21-Jan,0.04,0.035990783
US,US,21-Feb,0.045454545,0.04038961
US,US,21-Mar,0.043478261,0.042977602
US,US,21-Apr,0.05,0.046310935
US,US,21-May,0.076923077,0.056800446
US,US,21-Jun,0.076923077,0.067948718
US,US,21-Jul,0.08,0.077948718
US,US,21-Aug,0.083333333,0.08008547
US,US,21-Sep,0.085714286,0.083015873
US,US,21-Oct,0.090909091,0.086652237
US,US,21-Nov,0.094594595,0.09040599
US,US,21-Dec,0.090909091,0.092137592
US,US,22-Jan,0.092592593,0.092698759
US,US,22-Feb,0.090342666,0.09128145
US,US,22-Mar,0.091444923,0.09146006
US,US,22-Apr,0.090092993,0.090626861
US,US,22-May,0.083333333,0.088290416
US,US,22-Jun,0.08,0.084475442
US,US,22-Jul,0.076923077,0.08008547
US,US,22-Aug,0.075268817,0.077397298
US,US,22-Sep,0.068965517,0.073719137
US,US,22-Oct,0.065858053,0.070030796
US,US,22-Nov,0.0625,0.065774523
US,US,22-Dec,0.0625,0.063619351
US,US,23-Jan,0.061107117,0.062035706
US,US,23-Feb,0.061946903,0.06185134
US,US,23-Mar,0.057692308,0.060248776
US,US,23-Apr,0.052631579,0.057423596
US,US,23-May,0.05,0.053441296
EA,Euro Area,19-Jan,0.018765579,NA
EA,Euro Area,19-Feb,0.026752945,NA
EA,Euro Area,19-Mar,0.021692819,0.022403781
EA,Euro Area,19-Apr,0.019323554,0.022589773
EA,Euro Area,19-May,0.024702237,0.021906204
EA,Euro Area,19-Jun,0.02750699,0.02384426
EA,Euro Area,19-Jul,0.019699866,0.023969698
EA,Euro Area,19-Aug,0.025342128,0.024182994
EA,Euro Area,19-Sep,0.015678119,0.020240037
EA,Euro Area,19-Oct,0.022028922,0.02101639
EA,Euro Area,19-Nov,0.022818908,0.020175316
EA,Euro Area,19-Dec,0.009792025,0.018213285
EA,Euro Area,20-Jan,0.012170523,0.014927152
EA,Euro Area,20-Feb,0.016808725,0.012923758
EA,Euro Area,20-Mar,0.019081252,0.016020167
EA,Euro Area,20-Apr,0.028999115,0.021629697
EA,Euro Area,20-May,0.017425624,0.02183533
EA,Euro Area,20-Jun,0.014240392,0.02022171
EA,Euro Area,20-Jul,0.010713589,0.014126535
EA,Euro Area,20-Aug,0.013208235,0.012720739
EA,Euro Area,20-Sep,0.009563496,0.011161773
EA,Euro Area,20-Oct,0.010527047,0.011099593
EA,Euro Area,20-Nov,0.012634744,0.010908429
EA,Euro Area,20-Dec,0.008753781,0.010638524
EA,Euro Area,21-Jan,0.015980645,0.01245639
EA,Euro Area,21-Feb,0.013054474,0.0125963
EA,Euro Area,21-Mar,0.009221379,0.012752166
EA,Euro Area,21-Apr,0.011210698,0.011162184
EA,Euro Area,21-May,0.014707646,0.011713241
EA,Euro Area,21-Jun,0.020965901,0.015628082
EA,Euro Area,21-Jul,0.023850064,0.019841203
EA,Euro Area,21-Aug,0.016794877,0.020536947
EA,Euro Area,21-Sep,0.025021185,0.021888709
EA,Euro Area,21-Oct,0.029140003,0.023652022
EA,Euro Area,21-Nov,0.025161346,0.026440845
EA,Euro Area,21-Dec,0.029792917,0.028031422
EA,Euro Area,22-Jan,0.031726046,0.028893437
EA,Euro Area,22-Feb,0.029371533,0.030296832
EA,Euro Area,22-Mar,0.030960028,0.030685869
EA,Euro Area,22-Apr,0.038396802,0.032909454
EA,Euro Area,22-May,0.040094739,0.036483856
EA,Euro Area,22-Jun,0.050111789,0.042867777
EA,Euro Area,22-Jul,0.042509084,0.044238537
EA,Euro Area,22-Aug,0.050594688,0.04773852
EA,Euro Area,22-Sep,0.053062321,0.048722031
EA,Euro Area,22-Oct,0.050302046,0.051319685
EA,Euro Area,22-Nov,0.046607147,0.049990505
EA,Euro Area,22-Dec,0.048132245,0.048347146
EA,Euro Area,23-Jan,0.046186664,0.046975352
EA,Euro Area,23-Feb,0.047090364,0.047136424
EA,Euro Area,23-Mar,0.048536359,0.047271129
EA,Euro Area,23-Apr,0.049581295,0.048402673
EA,Euro Area,23-May,0.043435005,0.04718422
